sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"NELL2","Approved symbol","NELL2","neural EGFL like 2","HGNC:7751","12q12"
"NEMF","Approved symbol","NEMF","nuclear export mediator factor","HGNC:10663","14q21.3"
"NENF","Approved symbol","NENF","neudesin neurotrophic factor","HGNC:30384","1q32.3"
"NEO1","Approved symbol","NEO1","neogenin 1","HGNC:7754","15q24.1"
"NES","Approved symbol","NES","nestin","HGNC:7756","1q23.1"
"NET1","Approved symbol","NET1","neuroepithelial cell transforming 1","HGNC:14592","10p15.1"
"NET1","Previous symbol","SLC6A2","solute carrier family 6 member 2","HGNC:11048","16q12.2"
"NET1","Previous symbol","SLC6A5","solute carrier family 6 member 5","HGNC:11051","11p15.1"
"NET1","Alias symbol","PRPF38B","pre-mRNA processing factor 38B","HGNC:25512","1p13.3"
"NETO1","Approved symbol","NETO1","neuropilin and tolloid like 1","HGNC:13823","18q22.3"
"NETO2","Approved symbol","NETO2","neuropilin and tolloid like 2","HGNC:14644","16q12.1"
"NEU1","Approved symbol","NEU1","neuraminidase 1","HGNC:7758","6p21.33"
"NEU3","Approved symbol","NEU3","neuraminidase 3","HGNC:7760","11q13.4"
"NEURL1","Approved symbol","NEURL1","neuralized E3 ubiquitin protein ligase 1","HGNC:7761","10q24.33"
"NEURL1B","Approved symbol","NEURL1B","neuralized E3 ubiquitin protein ligase 1B","HGNC:35422","5q35.1"
"NEURL2","Approved symbol","NEURL2","neuralized E3 ubiquitin protein ligase 2","HGNC:16156","20q13.12"
"NEURL4","Approved symbol","NEURL4","neuralized E3 ubiquitin protein ligase 4","HGNC:34410","17p13.1"
"NEXN","Approved symbol","NEXN","nexilin F-actin binding protein","HGNC:29557","1p31.1"
"NF1","Approved symbol","NF1","neurofibromin 1","HGNC:7765","17q11.2"
"NF2","Approved symbol","NF2","neurofibromin 2","HGNC:7773","22q12.2"
"NFASC","Approved symbol","NFASC","neurofascin","HGNC:29866","1q32.1"
"NFAT5","Approved symbol","NFAT5","nuclear factor of activated T cells 5","HGNC:7774","16q22.1"
"NFATC1","Approved symbol","NFATC1","nuclear factor of activated T cells 1","HGNC:7775","18q23"
"NFATC2","Approved symbol","NFATC2","nuclear factor of activated T cells 2","HGNC:7776","20q13.2"
"NFATC2IP","Approved symbol","NFATC2IP","nuclear factor of activated T cells 2 interacting protein","HGNC:25906","16p11.2"
"NFATC3","Approved symbol","NFATC3","nuclear factor of activated T cells 3","HGNC:7777","16q22.1"
"NFATC4","Approved symbol","NFATC4","nuclear factor of activated T cells 4","HGNC:7778","14q12"
"NFE2L1","Approved symbol","NFE2L1","nuclear factor, erythroid 2 like 1","HGNC:7781","17q21.32"
"NFE2L2","Approved symbol","NFE2L2","nuclear factor, erythroid 2 like 2","HGNC:7782","2q31.2"
"NFE2L3","Approved symbol","NFE2L3","nuclear factor, erythroid 2 like 3","HGNC:7783","7p15.2"
"NFIA","Approved symbol","NFIA","nuclear factor I A","HGNC:7784","1p31.3"
"NFIB","Approved symbol","NFIB","nuclear factor I B","HGNC:7785","9p23-p22.3"
"NFIC","Approved symbol","NFIC","nuclear factor I C","HGNC:7786","19p13.3"
"NFIL3","Approved symbol","NFIL3","nuclear factor, interleukin 3 regulated","HGNC:7787","9q22.31"
"NFIX","Approved symbol","NFIX","nuclear factor I X","HGNC:7788","19p13.13"
"NFKB1","Approved symbol","NFKB1","nuclear factor kappa B subunit 1","HGNC:7794","4q24"
"NFKB2","Approved symbol","NFKB2","nuclear factor kappa B subunit 2","HGNC:7795","10q24.32"
"NFKBIA","Approved symbol","NFKBIA","NFKB inhibitor alpha","HGNC:7797","14q13.2"
"NFKBIB","Approved symbol","NFKBIB","NFKB inhibitor beta","HGNC:7798","19q13.2"
"NFKBID","Approved symbol","NFKBID","NFKB inhibitor delta","HGNC:15671","19q13.12"
"NFKBIE","Approved symbol","NFKBIE","NFKB inhibitor epsilon","HGNC:7799","6p21.1"
"NFKBIL1","Approved symbol","NFKBIL1","NFKB inhibitor like 1","HGNC:7800","6p21.33"
"NFKBIZ","Approved symbol","NFKBIZ","NFKB inhibitor zeta","HGNC:29805","3q12.3"
"NFRKB","Approved symbol","NFRKB","nuclear factor related to kappaB binding protein","HGNC:7802","11q24.3"
"NFS1","Approved symbol","NFS1","NFS1 cysteine desulfurase","HGNC:15910","20q11.22"
"NFU1","Approved symbol","NFU1","NFU1 iron-sulfur cluster scaffold","HGNC:16287","2p13.3"
"NFX1","Approved symbol","NFX1","nuclear transcription factor, X-box binding 1","HGNC:7803","9p12"
"NFXL1","Approved symbol","NFXL1","nuclear transcription factor, X-box binding like 1","HGNC:18726","4p12"
"NFYA","Approved symbol","NFYA","nuclear transcription factor Y subunit alpha","HGNC:7804","6p21.1"
"NFYB","Approved symbol","NFYB","nuclear transcription factor Y subunit beta","HGNC:7805","12q23.3"
"NFYC","Approved symbol","NFYC","nuclear transcription factor Y subunit gamma","HGNC:7806","1p34.2"
"NGDN","Approved symbol","NGDN","neuroguidin","HGNC:20271","14q11.2"
"NGEF","Approved symbol","NGEF","neuronal guanine nucleotide exchange factor","HGNC:7807","2q37.1"
"NGFRAP1","Previous symbol","BEX3","brain expressed X-linked 3","HGNC:13388","Xq22.2"
"NGLY1","Approved symbol","NGLY1","N-glycanase 1","HGNC:17646","3p24.2"
"NGRN","Approved symbol","NGRN","neugrin, neurite outgrowth associated","HGNC:18077","15q26.1"
"NHLRC1","Approved symbol","NHLRC1","NHL repeat containing E3 ubiquitin protein ligase 1","HGNC:21576","6p22.3"
"NHLRC2","Approved symbol","NHLRC2","NHL repeat containing 2","HGNC:24731","10q25.3"
"NHLRC3","Approved symbol","NHLRC3","NHL repeat containing 3","HGNC:33751","13q13.3"
"NHP2","Approved symbol","NHP2","NHP2 ribonucleoprotein","HGNC:14377","5q35.3"
"NHP2L1","Previous symbol","SNU13","small nuclear ribonucleoprotein 13","HGNC:7819","22q13.2"
"NHS","Approved symbol","NHS","NHS actin remodeling regulator","HGNC:7820","Xp22.2-p22.13"
"NHSL1","Approved symbol","NHSL1","NHS like 1","HGNC:21021","6q24.1"
"NICN1","Approved symbol","NICN1","nicolin 1","HGNC:18317","3p21.31"
"NID1","Approved symbol","NID1","nidogen 1","HGNC:7821","1q42.3"
"NID2","Approved symbol","NID2","nidogen 2","HGNC:13389","14q22.1"
"NIF3L1","Approved symbol","NIF3L1","NGG1 interacting factor 3 like 1","HGNC:13390","2q33.1"
"NIFK","Approved symbol","NIFK","nucleolar protein interacting with the FHA domain of MKI67","HGNC:17838","2q14.3"
"NIM1K","Approved symbol","NIM1K","NIM1 serine/threonine protein kinase","HGNC:28646","5p12"
"NIN","Approved symbol","NIN","ninein","HGNC:14906","14q22.1"
"NINJ1","Approved symbol","NINJ1","ninjurin 1","HGNC:7824","9q22.31"
"NINL","Approved symbol","NINL","ninein like","HGNC:29163","20p11.21"
"NIP7","Approved symbol","NIP7","nucleolar pre-rRNA processing protein NIP7","HGNC:24328","16q22.1"
"NIPA1","Approved symbol","NIPA1","NIPA magnesium transporter 1","HGNC:17043","15q11.2"
"NIPA2","Approved symbol","NIPA2","NIPA magnesium transporter 2","HGNC:17044","15q11.2"
"NIPAL1","Approved symbol","NIPAL1","NIPA like domain containing 1","HGNC:27194","4p12"
"NIPAL2","Approved symbol","NIPAL2","NIPA like domain containing 2","HGNC:25854","8q22.2"
"NIPAL3","Approved symbol","NIPAL3","NIPA like domain containing 3","HGNC:25233","1p36.11"
"NIPAL4","Approved symbol","NIPAL4","NIPA like domain containing 4","HGNC:28018","5q33.3"
"NIPBL","Approved symbol","NIPBL","NIPBL cohesin loading factor","HGNC:28862","5p13.2"
"NIPSNAP1","Approved symbol","NIPSNAP1","nipsnap homolog 1","HGNC:7827","22q12.2"
"NIPSNAP3A","Approved symbol","NIPSNAP3A","nipsnap homolog 3A","HGNC:23619","9q31.1"
"NIPSNAP3B","Approved symbol","NIPSNAP3B","nipsnap homolog 3B","HGNC:23641","9q31.1"
"NISCH","Approved symbol","NISCH","nischarin","HGNC:18006","3p21.1"
"NIT1","Approved symbol","NIT1","nitrilase 1","HGNC:7828","1q23.3"
"NIT2","Approved symbol","NIT2","nitrilase family member 2","HGNC:29878","3q12.2"
"NKAP","Approved symbol","NKAP","NFKB activating protein","HGNC:29873","Xq24"
"NKD1","Approved symbol","NKD1","NKD inhibitor of WNT signaling pathway 1","HGNC:17045","16q12.1"
"NKD2","Approved symbol","NKD2","NKD inhibitor of WNT signaling pathway 2","HGNC:17046","5p15.33"
"NKIRAS1","Approved symbol","NKIRAS1","NFKB inhibitor interacting Ras like 1","HGNC:17899","3p24.2"
"NKIRAS2","Approved symbol","NKIRAS2","NFKB inhibitor interacting Ras like 2","HGNC:17898","17q21.2"
"NKPD1","Approved symbol","NKPD1","NTPase KAP family P-loop domain containing 1","HGNC:24739","19q13.32"
"NKRF","Approved symbol","NKRF","NFKB repressing factor","HGNC:19374","Xq24"
"NKTR","Approved symbol","NKTR","natural killer cell triggering receptor","HGNC:7833","3p22.1"
"NKX2-4","Approved symbol","NKX2-4","NK2 homeobox 4","HGNC:7837","20p11.22"
"NKX2-5","Approved symbol","NKX2-5","NK2 homeobox 5","HGNC:2488","5q34"
"NKX2-6","Approved symbol","NKX2-6","NK2 homeobox 6","HGNC:32940","8p21.2"
"NKX2-8","Approved symbol","NKX2-8","NK2 homeobox 8","HGNC:16364","14q13.3"
"NKX3-1","Approved symbol","NKX3-1","NK3 homeobox 1","HGNC:7838","8p21.2"
"NKX3-2","Approved symbol","NKX3-2","NK3 homeobox 2","HGNC:951","4p15.33"
"NKX6-1","Approved symbol","NKX6-1","NK6 homeobox 1","HGNC:7839","4q21.23"
"NLE1","Approved symbol","NLE1","notchless homolog 1","HGNC:19889","17q12"
"NLGN1","Approved symbol","NLGN1","neuroligin 1","HGNC:14291","3q26.31"
"NLGN2","Approved symbol","NLGN2","neuroligin 2","HGNC:14290","17p13.1"
"NLGN3","Approved symbol","NLGN3","neuroligin 3","HGNC:14289","Xq13.1"
"NLK","Approved symbol","NLK","nemo like kinase","HGNC:29858","17q11.2"
"NLK","Alias symbol","GPI","glucose-6-phosphate isomerase","HGNC:4458","19q13.11"
"NLN","Approved symbol","NLN","neurolysin","HGNC:16058","5q12.3"
"NLRC3","Approved symbol","NLRC3","NLR family CARD domain containing 3","HGNC:29889","16p13.3"
"NLRC5","Approved symbol","NLRC5","NLR family CARD domain containing 5","HGNC:29933","16q13"
"NLRP1","Approved symbol","NLRP1","NLR family pyrin domain containing 1","HGNC:14374","17p13"
"NLRP2","Approved symbol","NLRP2","NLR family pyrin domain containing 2","HGNC:22948","19q13.42"
"NLRP3","Approved symbol","NLRP3","NLR family pyrin domain containing 3","HGNC:16400","1q44"
"NLRX1","Approved symbol","NLRX1","NLR family member X1","HGNC:29890","11q23.3"
"NMB","Approved symbol","NMB","neuromedin B","HGNC:7842","15q25.2"
"NMB","Alias symbol","GPNMB","glycoprotein nmb","HGNC:4462","7p15.3"
"NMD3","Approved symbol","NMD3","NMD3 ribosome export adaptor","HGNC:24250","3q26.1"
"NME1","Approved symbol","NME1","NME/NM23 nucleoside diphosphate kinase 1","HGNC:7849","17q21.33"
"NME1","Alias symbol","RMRP","RNA component of mitochondrial RNA processing endoribonuclease","HGNC:10031","9p13.3"
"NME1-NME2","Approved symbol","NME1-NME2","NME1-NME2 readthrough","HGNC:33531","17q21.33"
"NME3","Approved symbol","NME3","NME/NM23 nucleoside diphosphate kinase 3","HGNC:7851","16p13.3"
"NME4","Approved symbol","NME4","NME/NM23 nucleoside diphosphate kinase 4","HGNC:7852","16p13.3"
"NME6","Approved symbol","NME6","NME/NM23 nucleoside diphosphate kinase 6","HGNC:20567","3p21.31"
"NME7","Approved symbol","NME7","NME/NM23 family member 7","HGNC:20461","1q24.2"
"NMI","Approved symbol","NMI","N-myc and STAT interactor","HGNC:7854","2q23.3"
"NMNAT1","Approved symbol","NMNAT1","nicotinamide nucleotide adenylyltransferase 1","HGNC:17877","1p36.22"
"NMNAT2","Approved symbol","NMNAT2","nicotinamide nucleotide adenylyltransferase 2","HGNC:16789","1q25.3"
"NMNAT3","Approved symbol","NMNAT3","nicotinamide nucleotide adenylyltransferase 3","HGNC:20989","3q23"
"NMRAL1","Approved symbol","NMRAL1","NmrA like redox sensor 1","HGNC:24987","16p13.3"
"NMRK1","Approved symbol","NMRK1","nicotinamide riboside kinase 1","HGNC:26057","9q21.13"
"NMT1","Approved symbol","NMT1","N-myristoyltransferase 1","HGNC:7857","17q21.31"
"NMT2","Approved symbol","NMT2","N-myristoyltransferase 2","HGNC:7858","10p13"
"NNMT","Approved symbol","NNMT","nicotinamide N-methyltransferase","HGNC:7861","11q23.2"
"NNT","Approved symbol","NNT","nicotinamide nucleotide transhydrogenase","HGNC:7863","5p12"
"NOA1","Approved symbol","NOA1","nitric oxide associated 1","HGNC:28473","4q12"
"NOB1","Approved symbol","NOB1","NIN1 (RPN12) binding protein 1 homolog","HGNC:29540","16q22.1"
"NOC2L","Approved symbol","NOC2L","NOC2 like nucleolar associated transcriptional repressor","HGNC:24517","1p36.33"
"NOC3L","Approved symbol","NOC3L","NOC3 like DNA replication regulator","HGNC:24034","10q23.33"
"NOC4L","Approved symbol","NOC4L","nucleolar complex associated 4 homolog","HGNC:28461","12q24.33"
"NOD1","Approved symbol","NOD1","nucleotide binding oligomerization domain containing 1","HGNC:16390","7p14.3"
"NOG","Approved symbol","NOG","noggin","HGNC:7866","17q22"
"NOL10","Approved symbol","NOL10","nucleolar protein 10","HGNC:25862","2p25.1"
"NOL11","Approved symbol","NOL11","nucleolar protein 11","HGNC:24557","17q24.2"
"NOL12","Approved symbol","NOL12","nucleolar protein 12","HGNC:28585","22q13.1"
"NOL3","Approved symbol","NOL3","nucleolar protein 3","HGNC:7869","16q22.1"
"NOL4","Approved symbol","NOL4","nucleolar protein 4","HGNC:7870","18q12.1"
"NOL6","Approved symbol","NOL6","nucleolar protein 6","HGNC:19910","9p13.3"
"NOL7","Approved symbol","NOL7","nucleolar protein 7","HGNC:21040","6p23"
"NOL8","Approved symbol","NOL8","nucleolar protein 8","HGNC:23387","9q22.31"
"NOL9","Approved symbol","NOL9","nucleolar protein 9","HGNC:26265","1p36.31"
"NOLC1","Approved symbol","NOLC1","nucleolar and coiled-body phosphoprotein 1","HGNC:15608","10q24.32"
"NOM1","Approved symbol","NOM1","nucleolar protein with MIF4G domain 1","HGNC:13244","7q36.3"
"NOMO1","Approved symbol","NOMO1","NODAL modulator 1","HGNC:30060","16p13.11"
"NOMO2","Approved symbol","NOMO2","NODAL modulator 2","HGNC:22652","16p12.3"
"NOMO3","Approved symbol","NOMO3","NODAL modulator 3","HGNC:25242","16p13.11"
"NONO","Approved symbol","NONO","non-POU domain containing octamer binding","HGNC:7871","Xq13.1"
"NOP10","Approved symbol","NOP10","NOP10 ribonucleoprotein","HGNC:14378","15q14"
"NOP14","Approved symbol","NOP14","NOP14 nucleolar protein","HGNC:16821","4p16.3"
"NOP16","Approved symbol","NOP16","NOP16 nucleolar protein","HGNC:26934","5q35.2"
"NOP2","Approved symbol","NOP2","NOP2 nucleolar protein","HGNC:7867","12p13.31"
"NOP56","Approved symbol","NOP56","NOP56 ribonucleoprotein","HGNC:15911","20p13"
"NOP58","Approved symbol","NOP58","NOP58 ribonucleoprotein","HGNC:29926","2q33.1"
"NOP9","Approved symbol","NOP9","NOP9 nucleolar protein","HGNC:19826","14q12"
"NOP9","Alias symbol","LTB4R2","leukotriene B4 receptor 2","HGNC:19260","14q12"
"NOS1","Approved symbol","NOS1","nitric oxide synthase 1","HGNC:7872","12q24.22"
"NOS1","Alias symbol","NANOS1","nanos C2HC-type zinc finger 1","HGNC:23044","10q26.11"
"NOS1AP","Approved symbol","NOS1AP","nitric oxide synthase 1 adaptor protein","HGNC:16859","1q23.3"
"NOS3","Approved symbol","NOS3","nitric oxide synthase 3","HGNC:7876","7q36.1"
"NOS3","Alias symbol","NANOS3","nanos C2HC-type zinc finger 3","HGNC:22048","19p13.13"
"NOSIP","Approved symbol","NOSIP","nitric oxide synthase interacting protein","HGNC:17946","19q13.33"
"NOSTRIN","Approved symbol","NOSTRIN","nitric oxide synthase trafficking","HGNC:20203","2q24.3"
"NOTCH1","Approved symbol","NOTCH1","notch receptor 1","HGNC:7881","9q34.3"
"NOTCH2","Approved symbol","NOTCH2","notch receptor 2","HGNC:7882","1p12"
"NOTCH2NL","Previous symbol","NOTCH2NLA","notch 2 N-terminal like A","HGNC:31862","1q21.1"
"NOTCH3","Approved symbol","NOTCH3","notch receptor 3","HGNC:7883","19p13.12"
"NOV","Previous symbol","CCN3","cellular communication network factor 3","HGNC:7885","8q24.12"
"NOV","Alias symbol","RPL10","ribosomal protein L10","HGNC:10298","Xq28"
"NOV","Alias symbol","PLXNA1","plexin A1","HGNC:9099","3q21.3"
"NOVA1","Approved symbol","NOVA1","NOVA alternative splicing regulator 1","HGNC:7886","14q12"
"NOVA2","Approved symbol","NOVA2","NOVA alternative splicing regulator 2","HGNC:7887","19q13.32"
"NOXA1","Approved symbol","NOXA1","NADPH oxidase activator 1","HGNC:10668","9q34.3"
"NPAS1","Approved symbol","NPAS1","neuronal PAS domain protein 1","HGNC:7894","19q13.32"
"NPAS2","Approved symbol","NPAS2","neuronal PAS domain protein 2","HGNC:7895","2q11.2"
"NPAT","Approved symbol","NPAT","nuclear protein, coactivator of histone transcription","HGNC:7896","11q22.3"
"NPC1","Approved symbol","NPC1","NPC intracellular cholesterol transporter 1","HGNC:7897","18q11.2"
"NPC1L1","Approved symbol","NPC1L1","NPC1 like intracellular cholesterol transporter 1","HGNC:7898","7p13"
"NPC2","Approved symbol","NPC2","NPC intracellular cholesterol transporter 2","HGNC:14537","14q24.3"
"NPDC1","Approved symbol","NPDC1","neural proliferation, differentiation and control 1","HGNC:7899","9q34.3"
"NPEPL1","Approved symbol","NPEPL1","aminopeptidase like 1","HGNC:16244","20q13.32"
"NPEPPS","Approved symbol","NPEPPS","aminopeptidase puromycin sensitive","HGNC:7900","17q21.32"
"NPFFR2","Approved symbol","NPFFR2","neuropeptide FF receptor 2","HGNC:4525","4q13.3"
"NPHP1","Approved symbol","NPHP1","nephrocystin 1","HGNC:7905","2q13"
"NPHP3","Approved symbol","NPHP3","nephrocystin 3","HGNC:7907","3q22.1"
"NPHP4","Approved symbol","NPHP4","nephrocystin 4","HGNC:19104","1p36.31"
"NPHS1","Approved symbol","NPHS1","NPHS1 adhesion molecule, nephrin","HGNC:7908","19q13.12"
"NPIPA7","Approved symbol","NPIPA7","nuclear pore complex interacting protein family member A7","HGNC:41982","16p13.11"
"NPIPB3","Approved symbol","NPIPB3","nuclear pore complex interacting protein family member B3","HGNC:28989","16p12.2"
"NPIPB5","Approved symbol","NPIPB5","nuclear pore complex interacting protein family member B5","HGNC:37233","16p12.2"
"NPL","Approved symbol","NPL","N-acetylneuraminate pyruvate lyase","HGNC:16781","1q25.3"
"NPLOC4","Approved symbol","NPLOC4","NPL4 homolog, ubiquitin recognition factor","HGNC:18261","17q25.3"
"NPM1","Approved symbol","NPM1","nucleophosmin 1","HGNC:7910","5q35.1"
"NPM3","Approved symbol","NPM3","nucleophosmin/nucleoplasmin 3","HGNC:7931","10q24.32"
"NPNT","Approved symbol","NPNT","nephronectin","HGNC:27405","4q24"
"NPR1","Approved symbol","NPR1","natriuretic peptide receptor 1","HGNC:7943","1q21.3"
"NPR2","Approved symbol","NPR2","natriuretic peptide receptor 2","HGNC:7944","9p13.3"
"NPR2","Alias symbol","NPRL2","NPR2 like, GATOR1 complex subunit","HGNC:24969","3p21.31"
"NPR3","Approved symbol","NPR3","natriuretic peptide receptor 3","HGNC:7945","5p13.3"
"NPR3","Alias symbol","NPRL3","NPR3 like, GATOR1 complex subunit","HGNC:14124","16p13.3"
"NPRL2","Approved symbol","NPRL2","NPR2 like, GATOR1 complex subunit","HGNC:24969","3p21.31"
"NPRL3","Approved symbol","NPRL3","NPR3 like, GATOR1 complex subunit","HGNC:14124","16p13.3"
"NPTN","Approved symbol","NPTN","neuroplastin","HGNC:17867","15q24.1"
"NPTX1","Approved symbol","NPTX1","neuronal pentraxin 1","HGNC:7952","17q25.3"
"NPTXR","Approved symbol","NPTXR","neuronal pentraxin receptor","HGNC:7954","22q13.1"
"NPY1R","Approved symbol","NPY1R","neuropeptide Y receptor Y1","HGNC:7956","4q32.2"
"NPY2R","Approved symbol","NPY2R","neuropeptide Y receptor Y2","HGNC:7957","4q32.1"
"NPY4R","Approved symbol","NPY4R","neuropeptide Y receptor Y4","HGNC:9329","10q11.22"
"NPY5R","Approved symbol","NPY5R","neuropeptide Y receptor Y5","HGNC:7958","4q32.2"
"NQO1","Approved symbol","NQO1","NAD(P)H quinone dehydrogenase 1","HGNC:2874","16q22.1"
"NQO2","Approved symbol","NQO2","N-ribosyldihydronicotinamide:quinone reductase 2","HGNC:7856","6p25.2"
"NR0B1","Approved symbol","NR0B1","nuclear receptor subfamily 0 group B member 1","HGNC:7960","Xp21.2"
"NR1D1","Approved symbol","NR1D1","nuclear receptor subfamily 1 group D member 1","HGNC:7962","17q21.1"
"NR1D2","Approved symbol","NR1D2","nuclear receptor subfamily 1 group D member 2","HGNC:7963","3p24.2"
"NR1H2","Approved symbol","NR1H2","nuclear receptor subfamily 1 group H member 2","HGNC:7965","19q13.3"
"NR1H3","Approved symbol","NR1H3","nuclear receptor subfamily 1 group H member 3","HGNC:7966","11p11.2"
"NR1H4","Approved symbol","NR1H4","nuclear receptor subfamily 1 group H member 4","HGNC:7967","12q23.1"
"NR2C1","Approved symbol","NR2C1","nuclear receptor subfamily 2 group C member 1","HGNC:7971","12q22"
"NR2C2","Approved symbol","NR2C2","nuclear receptor subfamily 2 group C member 2","HGNC:7972","3p25.1"
"NR2C2AP","Approved symbol","NR2C2AP","nuclear receptor 2C2 associated protein","HGNC:30763","19p13.11"
